板块,公司全称,英文名称,A股代码,A股简称,A股上市日期,B股代码,B股 简 称,B股上市日期,所属行业
中小板,宁波中大力德智能传动股份有限公司,"NINGBO ZHONGDA LEADER INTELLIGENT TRANSMISSION CO., LTD.",002896,中大力德,2017-08-29,,,,C 制造业
中小板,温州意华接插件股份有限公司,"Wenzhou Yihua Connector Co., Ltd.",002897,意华股份,2017-09-07,,,,C 制造业
中小板,珠海赛隆药业股份有限公司,"Zhuhai Sailong Pharmaceutical Co., Ltd.",002898,赛隆药业,2017-09-12,,,,C 制造业
中小板,青岛英派斯健康科技股份有限公司,"IMPULSE (QINGDAO) HEALTH TECH CO., LTD.",002899,英派斯,2017-09-15,,,,C 制造业
中小板,哈尔滨三联药业股份有限公司,"HARBIN MEDISAN PHARMACEUTICAL CO.,LTD.",002900,哈三联,2017-09-22,,,,C 制造业
中小板,大博医疗科技股份有限公司,DOUBLE MEDICAL TECHNOLOGY INC.,002901,大博医疗,2017-09-22,,,,C 制造业
中小板,东莞铭普光磁股份有限公司,"Dongguan Mentech Optical & Magnetic Co., Ltd.",002902,铭普光磁,2017-09-29,,,,C 制造业
中小板,宇环数控机床股份有限公司,"YUHUAN CNC MACHINE TOOL Co.,Ltd.",002903,宇环数控,2017-10-13,,,,C 制造业
中小板,广州金逸影视传媒股份有限公司,Guangzhou Jinyi Media Corporation,002905,金逸影视,2017-10-16,,,,R 文化传播
中小板,惠州市华阳集团股份有限公司,Foryou Corporation,002906,华阳集团,2017-10-13,,,,C 制造业
中小板,重庆华森制药股份有限公司,"Chongqing Pharscin Pharmaceutical Co., Ltd.",002907,华森制药,2017-10-20,,,,C 制造业
中小板,广东德生科技股份有限公司,"GUANGDONG TECSUN SCIENCE & TECHNOLOGY CO., LTD.",002908,德生科技,2017-10-20,,,,I 信息技术
中小板,广州集泰化工股份有限公司,"Guangzhou Jointas Chemical Co., Ltd.",002909,集泰股份,2017-10-26,,,,C 制造业
中小板,兰州庄园牧场股份有限公司,"Lanzhou Zhuangyuan Pasture CO., LTD.",002910,庄园牧场,2017-10-31,,,,C 制造业
中小板,佛燃能源集团股份有限公司,"Foran Energy Group Co.,Ltd.",002911,佛燃能源,2017-11-22,,,,D 水电煤气
中小板,深圳市中新赛克科技股份有限公司,"Shenzhen Sinovatio Technology Co., Ltd.",002912,中新赛克,2017-11-21,,,,I 信息技术
中小板,奥士康科技股份有限公司,"Aoshikang Technology Co. , Ltd",002913,奥士康,2017-12-01,,,,C 制造业
中小板,浙江中欣氟材股份有限公司,"ZHEJIANG ZHONGXIN FLUORIDE MATERIALS CO., LTD",002915,中欣氟材,2017-12-05,,,,C 制造业
中小板,深南电路股份有限公司,"Shennan Circuits Co., Ltd.",002916,深南电路,2017-12-13,,,,C 制造业
中小板,深圳市金奥博科技股份有限公司,SHENZHEN KING EXPLORER SCIENCE AND TECHNOLOGY CORPORATION,002917,金奥博,2017-12-08,,,,C 制造业
中小板,蒙娜丽莎集团股份有限公司,"Monalisa Group CO.,Ltd",002918,蒙娜丽莎,2017-12-19,,,,C 制造业
中小板,名臣健康用品股份有限公司,"MINGCHEN HEALTH Co.,Ltd.",002919,名臣健康,2017-12-18,,,,C 制造业
中小板,惠州市德赛西威汽车电子股份有限公司,"Huizhou Desay SV Automotive Co., Ltd.",002920,德赛西威,2017-12-26,,,,C 制造业
中小板,山东联诚精密制造股份有限公司,"Shandong Liancheng Precision Manufacturing Co., Ltd.",002921,联诚精密,2017-12-27,,,,C 制造业
中小板,伊戈尔电气股份有限公司,"Eaglerise Electric & Electronic(China)Co., Ltd.",002922,伊戈尔,2017-12-29,,,,C 制造业
中小板,珠海润都制药股份有限公司,"Zhuhai Rundu Pharmaceutical Co., Ltd.",002923,润都股份,2018-01-05,,,,C 制造业
中小板,厦门盈趣科技股份有限公司,Xiamen Intretech Inc.,002925,盈趣科技,2018-01-15,,,,C 制造业
中小板,华西证券股份有限公司,"Huaxi Securities Co., Ltd.",002926,华西证券,2018-02-05,,,,J 金融业
中小板,贵州泰永长征技术股份有限公司,"GUIZHOU TAIYONG-CHANGZHENG TECHNOLOGY CO.,LTD.",002927,泰永长征,2018-02-23,,,,C 制造业
中小板,华夏航空股份有限公司,"China Express Airlines Co.,LTD",002928,华夏航空,2018-03-02,,,,G 运输仓储
中小板,润建股份有限公司,"Runjian Co., Ltd.",002929,润建股份,2018-03-01,,,,I 信息技术
中小板,广东宏川智慧物流股份有限公司,"Guangdong Great River Smarter Logistics Co., Ltd.",002930,宏川智慧,2018-03-28,,,,G 运输仓储
中小板,浙江锋龙电气股份有限公司,"Zhejiang Fenglong Electric Co., Ltd.",002931,锋龙股份,2018-04-03,,,,C 制造业
中小板,武汉明德生物科技股份有限公司,"Wuhan Easy Diagnosis Biomedicine Co.,Ltd.",002932,明德生物,2018-07-10,,,,C 制造业
中小板,北京新兴东方航空装备股份有限公司,"Beijing Emerging Eastern Aviation Equipment Co., Ltd.",002933,新兴装备,2018-08-28,,,,C 制造业
中小板,成都天奥电子股份有限公司,"CHENGDU SPACEON ELECTRONICS CO., LTD.",002935,天奥电子,2018-09-03,,,,C 制造业
中小板,郑州银行股份有限公司,"BANK OF ZHENGZHOU CO., LTD.",002936,郑州银行,2018-09-19,,,,J 金融业
中小板,宁波兴瑞电子科技股份有限公司,"Ningbo Sunrise Elc Technology Co.,Ltd.",002937,兴瑞科技,2018-09-26,,,,C 制造业
中小板,鹏鼎控股（深圳）股份有限公司,"Avary Holding (Shenzhen) Co., Limited",002938,鹏鼎控股,2018-09-18,,,,C 制造业
中小板,长城证券股份有限公司,"CHINA GREAT WALL SECURITIES CO., LTD",002939,长城证券,2018-10-26,,,,J 金融业
中小板,浙江昂利康制药股份有限公司,"Zhejiang Anglikang Pharmaceutical Co.,Ltd.",002940,昂利康,2018-10-23,,,,C 制造业
中小板,新疆交通建设集团股份有限公司,"Xinjiang Communications Construction Group Co., Ltd.",002941,新疆交建,2018-11-28,,,,E 建筑业
中小板,浙江新农化工股份有限公司,"Zhejiang XinNong Chemical Co.,Ltd",002942,新农股份,2018-12-05,,,,C 制造业
中小板,湖南宇晶机器股份有限公司,"Hunan Yujing Machinery Co., Ltd.",002943,宇晶股份,2018-11-29,,,,C 制造业
中小板,华林证券股份有限公司,"ChinaLin Securities Co., Ltd.",002945,华林证券,2019-01-17,,,,J 金融业
中小板,新希望乳业股份有限公司,"New Hope Dairy Co., Ltd.",002946,新乳业,2019-01-25,,,,C 制造业
中小板,苏州恒铭达电子科技股份有限公司,"Suzhou Hengmingda Electronic Technology Co., Ltd.",002947,恒铭达,2019-02-01,,,,C 制造业
中小板,青岛银行股份有限公司,"BANK OF QINGDAO CO., LTD.",002948,青岛银行,2019-01-16,,,,J 金融业
中小板,深圳市华阳国际工程设计股份有限公司,"SHENZHEN CAPOL INTERNATIONAL&ASSOCIATES CO.,LTD",002949,华阳国际,2019-02-26,,,,M 科研服务
中小板,奥美医疗用品股份有限公司,"Allmed Medical Products Co., Ltd",002950,奥美医疗,2019-03-11,,,,C 制造业
中小板,四川金时科技股份有限公司,"SICHUAN JINSHI TECHNOLOGY CO.,LTD",002951,金时科技,2019-03-15,,,,C 制造业
中小板,亚世光电股份有限公司,"Yes Optoelectronics Co., Ltd.",002952,亚世光电,2019-03-28,,,,C 制造业
中小板,广东日丰电缆股份有限公司,"Guangdong Rifeng Electric Cable Co.,Ltd.",002953,日丰股份,2019-05-09,,,,C 制造业
中小板,鸿合科技股份有限公司,"Hitevision Co., Ltd.",002955,鸿合科技,2019-05-23,,,,C 制造业
中小板,桂林西麦食品股份有限公司,"GUILIN SEAMILD FOODS CO., LTD",002956,西麦食品,2019-06-19,,,,C 制造业
中小板,深圳科瑞技术股份有限公司,"Shenzhen Colibri Technologies Co., Ltd.",002957,科瑞技术,2019-07-26,,,,C 制造业
中小板,青岛农村商业银行股份有限公司,Qingdao Rural Commercial Bank Corporation,002958,青农商行,2019-03-26,,,,J 金融业
中小板,小熊电器股份有限公司,"BEAR ELECTRIC APPLIANCE CO.,LTD.",002959,小熊电器,2019-08-23,,,,C 制造业
中小板,青鸟消防股份有限公司,"Jade Bird Fire Co., Ltd.",002960,青鸟消防,2019-08-09,,,,C 制造业
中小板,瑞达期货股份有限公司,"RUIDA FUTURES CO.,LTD.",002961,瑞达期货,2019-09-05,,,,J 金融业
中小板,湖北五方光电股份有限公司,"HUBEI W-OLF PHOTOELECTRIC TECHNOLOGY CO., LTD.",002962,五方光电,2019-09-17,,,,C 制造业
中小板,豪尔赛科技集团股份有限公司,"Haoersai Technology Group Corp., Ltd.",002963,豪尔赛,2019-10-28,,,,E 建筑业
中小板,祥鑫科技股份有限公司,"Lucky Harvest Co.,Ltd.",002965,祥鑫科技,2019-10-25,,,,C 制造业
中小板,苏州银行股份有限公司,"BANK OF SUZHOU CO.,LTD",002966,苏州银行,2019-08-02,,,,J 金融业
中小板,广州广电计量检测股份有限公司,"GUANGZHOU GRG METROLOGY&TEST CO.,LTD.",002967,广电计量,2019-11-08,,,,M 科研服务
中小板,重庆新大正物业集团股份有限公司,"ChongQing New DaZheng Property Group Co., LTD.",002968,新大正,2019-12-03,,,,K 房地产
中小板,嘉美食品包装（滁州）股份有限公司,"Jiamei Food Packaging (Chuzhou) Co.,Ltd.",002969,嘉美包装,2019-12-02,,,,C 制造业
中小板,深圳市锐明技术股份有限公司,"STREAMAX TECHNOLOGY CO., LTD.",002970,锐明技术,2019-12-17,,,,C 制造业
中小板,湖北和远气体股份有限公司,"Hubei Heyuan Gas Co.,Ltd.",002971,和远气体,2020-01-13,,,,C 制造业
中小板,深圳科安达电子科技股份有限公司,"Shenzhen Keanda Electronic Technology Corp., Ltd.",002972,科安达,2019-12-27,,,,C 制造业
中小板,侨银环保科技股份有限公司,QiaoYin Environmental Tech.Co.Ltd.,002973,侨银环保,2020-01-06,,,,N 公共环保
中小板,珠海博杰电子股份有限公司,"Zhuhai Bojay Electronics Co.,Ltd.",002975,博杰股份,2020-02-05,,,,C 制造业
中小板,苏州瑞玛精密工业股份有限公司,"Suzhou Cheersson Precision Metal Forming Co., Ltd.",002976,瑞玛工业,2020-03-06,,,,C 制造业
中小板,成都天箭科技股份有限公司,"CHENGDU TIANJIAN TECHNOLOGY CO., LTD.",002977,天箭科技,2020-03-17,,,,C 制造业
中小板,四川安宁铁钛股份有限公司,"Sichuan Anning Iron and Titanium Co.,Ltd.",002978,安宁股份,2020-04-17,,,,B 采矿业
中小板,深圳市雷赛智能控制股份有限公司,"China Leadshine Technology Co., Ltd.",002979,雷赛智能,2020-04-08,,,,C 制造业
中小板,深圳市华盛昌科技实业股份有限公司,"Shenzhen Everbest Machinery Industry Co.,Ltd",002980,华盛昌,2020-04-15,,,,C 制造业
中小板,广东朝阳电子科技股份有限公司,RISUNTEK INC.,002981,朝阳科技,2020-04-17,,,,C 制造业
中小板,湖南湘佳牧业股份有限公司,Hunan Xiangjia Animal Husbandry Company Limited,002982,湘佳股份,2020-04-24,,,,A 农林牧渔
中小板,安徽芯瑞达科技股份有限公司,"Anhui Coreach Technology Co.,Ltd",002983,芯瑞达,2020-04-28,,,,C 制造业
中小板,北京北摩高科摩擦材料股份有限公司,"BEIJING BEI MO GAO KE FRICTION MATERIAL CO.,LTD.",002985,北摩高科,2020-04-29,,,,C 制造业
中小板,湖南宇新能源科技股份有限公司,"HUNAN YUSSEN ENERGY TECHNOLOGY CO.,LTD.",002986,宇新股份,2020-06-02,,,,C 制造业
中小板,京北方信息技术股份有限公司,"NORTHKING INFORMATION TECHNOLOGY CO.,LTD.",002987,京北方,2020-05-07,,,,I 信息技术
中小板,广东豪美新材股份有限公司,"Guangdong Haomei New Materials Co.,Ltd",002988,豪美新材,2020-05-18,,,,C 制造业
中小板,深圳中天精装股份有限公司,"Shenzhen Strongteam Decoration Engineering Co.,Ltd.",002989,中天精装,2020-06-10,,,,E 建筑业
中小板,盛视科技股份有限公司,MAXVISION TECHNOLOGY CORP.,002990,盛视科技,2020-05-25,,,,I 信息技术
中小板,中国广核电力股份有限公司,"CGN Power Co.,Ltd.",003816,中国广核,2019-08-26,,,,D 水电煤气
创业板,青岛特锐德电气股份有限公司,"Qingdao TGOOD Electric Co.,Ltd.",300001,特锐德,2009-10-30,,,,C 制造业
创业板,北京神州泰岳软件股份有限公司,"Beijing Ultrapower Software Co., LTD",300002,神州泰岳,2009-10-30,,,,I 信息技术
创业板,乐普（北京）医疗器械股份有限公司,"Lepu Medical Technology (Beijing) Co.,Ltd.",300003,乐普医疗,2009-10-30,,,,C 制造业
创业板,南方风机股份有限公司,"NanFang Ventilator Co., Ltd.",300004,南风股份,2009-10-30,,,,C 制造业
创业板,探路者控股集团股份有限公司,"Toread  Holdings Group  Co., Ltd.",300005,探路者,2009-10-30,,,,C 制造业
创业板,重庆莱美药业股份有限公司,"Chongqing Lummy Pharmaceutical Co.,Ltd.",300006,莱美药业,2009-10-30,,,,C 制造业
创业板,汉威科技集团股份有限公司,Hanwei Electronics Group Corporation,300007,汉威科技,2009-10-30,,,,C 制造业
创业板,天海融合防务装备技术股份有限公司,"BESTWAY MARINE & ENERGY TECHNOLOGY CO., LTD.",300008,天海防务,2009-10-30,,,,E 建筑业
创业板,安徽安科生物工程(集团)股份有限公司,"ANHUI ANKE BIOTECHNOLOGY (GROUP)CO.,LTD.",300009,安科生物,2009-10-30,,,,C 制造业
创业板,北京立思辰科技股份有限公司,"BEIJING LANXUM TECHNOLOGY CO.,LTD.",300010,立思辰,2009-10-30,,,,I 信息技术
创业板,北京鼎汉技术集团股份有限公司,"Beijing Dinghan Technology Group Co.,Ltd.",300011,鼎汉技术,2009-10-30,,,,C 制造业
创业板,华测检测认证集团股份有限公司,"CENTRE TESTING INTERNATIONAL GROUP CO., LTD.",300012,华测检测,2009-10-30,,,,M 科研服务
创业板,江苏新宁现代物流股份有限公司,"JIANGSU XINNING MODERN LOGISTICS CO.,LTD.",300013,新宁物流,2009-10-30,,,,G 运输仓储
创业板,惠州亿纬锂能股份有限公司,"EVE Energy Co., Ltd.",300014,亿纬锂能,2009-10-30,,,,C 制造业
创业板,爱尔眼科医院集团股份有限公司,"Aier Eye Hospital Group Co.,Ltd.",300015,爱尔眼科,2009-10-30,,,,Q 卫生
创业板,北京北陆药业股份有限公司,"Beijing Beilu Pharmaceutical Co.,Ltd",300016,北陆药业,2009-10-30,,,,C 制造业
创业板,网宿科技股份有限公司,"Wangsu Science & Technology Co.,Ltd.",300017,网宿科技,2009-10-30,,,,I 信息技术
创业板,武汉中元华电科技股份有限公司,"Wuhan Zhongyuan Huadian Science & Technology Co.,Ltd.",300018,中元股份,2009-10-30,,,,C 制造业
创业板,成都硅宝科技股份有限公司,"Chengdu Guibao Science & Technology Co.,Ltd",300019,硅宝科技,2009-10-30,,,,C 制造业
创业板,银江股份有限公司,"Enjoyor  Co., Ltd.",300020,银江股份,2009-10-30,,,,I 信息技术
创业板,大禹节水集团股份有限公司,"DaYu Water-saving  Group Co.,Ltd.",300021,大禹节水,2009-10-30,,,,C 制造业
创业板,吉峰三农科技服务股份有限公司,"Gifore Agricultural Science & Technology Service Co., Ltd.",300022,吉峰科技,2009-10-30,,,,F 批发零售
创业板,西安宝德自动化股份有限公司,"Bode Energy Equipment Co., Ltd",300023,宝德股份,2009-10-30,,,,J 金融业
创业板,沈阳新松机器人自动化股份有限公司,"SIASUN ROBOT&AUTOMATION CO., LTD",300024,机器人,2009-10-30,,,,C 制造业
创业板,杭州华星创业通信技术股份有限公司,"Hangzhou Huaxing Chuangye Communication Technology Co.,Ltd.",300025,华星创业,2009-10-30,,,,I 信息技术
创业板,天津红日药业股份有限公司,"Tianjin Chase Sun Pharmaceutical Co., Ltd.",300026,红日药业,2009-10-30,,,,C 制造业
创业板,华谊兄弟传媒股份有限公司,HUAYI BROTHERS MEDIA CORPORATION,300027,华谊兄弟,2009-10-30,,,,R 文化传播
创业板,金亚科技股份有限公司," GEEYA TECHNOLOGY CO.,LTD",300028,金亚退,2009-10-30,,,,C 制造业
创业板,江苏华盛天龙光电设备股份有限公司,"Jiang Su Hua Sheng Tian Long Photoelectric Equipment Co.,Ltd.",300029,天龙光电,2009-12-25,,,,C 制造业
创业板,广州阳普医疗科技股份有限公司,"GUANGZHOU IMPROVE  MEDICAL INSTRUMENTS CO., LTD.",300030,阳普医疗,2009-12-25,,,,C 制造业
创业板,无锡宝通科技股份有限公司,"WUXI BOTON TECHNOLOGY CO.,LTD.",300031,宝通科技,2009-12-25,,,,I 信息技术
创业板,金龙机电股份有限公司,"Jinlong Machinery & Electronic Co.,Ltd",300032,金龙机电,2009-12-25,,,,C 制造业
创业板,浙江核新同花顺网络信息股份有限公司,"Hithink RoyalFlush Information Network Co., Ltd",300033,同花顺,2009-12-25,,,,J 金融业
创业板,北京钢研高纳科技股份有限公司,"Gaona Aero Material Co.,Ltd.",300034,钢研高纳,2009-12-25,,,,C 制造业
创业板,湖南中科电气股份有限公司,"Hunan Zhongke Electric Co.,Ltd.",300035,中科电气,2009-12-25,,,,C 制造业
创业板,北京超图软件股份有限公司,"Beijing SuperMap Software Co.,Ltd.",300036,超图软件,2009-12-25,,,,I 信息技术
创业板,深圳新宙邦科技股份有限公司,"SHENZHEN CAPCHEM TECHNOLOGY CO.,LTD.",300037,新宙邦,2010-01-08,,,,C 制造业
创业板,北京数知科技股份有限公司,"Beijing Shuzhi Technology Co.,Ltd",300038,数知科技,2010-01-08,,,,I 信息技术
创业板,上海凯宝药业股份有限公司,"Shanghai Kaibao Pharmaceutical Co.,Ltd.",300039,上海凯宝,2010-01-08,,,,C 制造业
创业板,哈尔滨九洲集团股份有限公司,"Harbin Jiuzhou Group Co.,Ltd.",300040,九洲集团,2010-01-08,,,,C 制造业
创业板,湖北回天新材料股份有限公司,"Hubei Huitian New Materials Co., Ltd",300041,回天新材,2010-01-08,,,,C 制造业
创业板,深圳市朗科科技股份有限公司,"Netac Technology Co.,Ltd.",300042,朗科科技,2010-01-08,,,,C 制造业
创业板,星辉互动娱乐股份有限公司,Rastar Group,300043,星辉娱乐,2010-01-20,,,,I 信息技术
创业板,深圳市赛为智能股份有限公司,"Shenzhen Sunwin Intelligent Co.,Ltd.",300044,赛为智能,2010-01-20,,,,I 信息技术
创业板,北京华力创通科技股份有限公司,"Hwa Create Co., Ltd.",300045,华力创通,2010-01-20,,,,C 制造业
创业板,湖北台基半导体股份有限公司,"TECH SEMICONDUCTORS CO., LTD.",300046,台基股份,2010-01-20,,,,C 制造业
创业板,深圳天源迪科信息技术股份有限公司,"SHENZHEN TIANYUAN DIC INFORMATION TECHNOLOGY CO.,LTD.",300047,天源迪科,2010-01-20,,,,I 信息技术
创业板,北京合康新能科技股份有限公司,"Hiconics Eco-energy Technology Co., Ltd.",300048,合康新能,2010-01-20,,,,C 制造业
创业板,内蒙古福瑞医疗科技股份有限公司,"Inner Mongolia Furui Medical Science Co.,Ltd.",300049,福瑞股份,2010-01-20,,,,C 制造业
创业板,珠海世纪鼎利科技股份有限公司,"DingLi Corp., Ltd",300050,世纪鼎利,2010-01-20,,,,I 信息技术
