板块,公司全称,英文名称,A股代码,A股简称,A股上市日期,B股代码,B股 简 称,B股上市日期,所属行业
创业板,长沙景嘉微电子股份有限公司,"Changsha Jingjia Microelectronics Co.,Ltd.",300474,景嘉微,2016-03-31,,,,C 制造业
创业板,安徽聚隆传动科技股份有限公司,"Anhui Julong Transmission Technology Co., Ltd.",300475,聚隆科技,2015-06-10,,,,C 制造业
创业板,胜宏科技（惠州）股份有限公司,"Victory Giant Technology (Huizhou) Co., Ltd.",300476,胜宏科技,2015-06-11,,,,C 制造业
创业板,北京合纵科技股份有限公司,"Beijing Hezong Science&Technology Co., Ltd.",300477,合纵科技,2015-06-10,,,,C 制造业
创业板,杭州高新橡塑材料股份有限公司,"Hangzhou Gaoxin Rubber & Plastic Materials Co., Ltd",300478,杭州高新,2015-06-10,,,,C 制造业
创业板,神思电子技术股份有限公司,"Synthesis Electronic Technology Co.,Ltd.",300479,神思电子,2015-06-12,,,,C 制造业
创业板,光力科技股份有限公司,"GL TECH CO.,LTD",300480,光力科技,2015-07-02,,,,C 制造业
创业板,濮阳惠成电子材料股份有限公司,"Puyang Huicheng Electronic Material Co., Ltd.",300481,濮阳惠成,2015-06-30,,,,C 制造业
创业板,广州万孚生物技术股份有限公司,"GUANGZHOU WONDFO BIOTECH CO.,LTD",300482,万孚生物,2015-06-30,,,,C 制造业
创业板,上海沃施园艺股份有限公司,"Shanghai Worth Garden Co.,Ltd.",300483,沃施股份,2015-06-30,,,,B 采矿业
创业板,深圳市蓝海华腾技术股份有限公司,"Shenzhen V&T Technologies Co., Ltd.",300484,蓝海华腾,2016-03-22,,,,C 制造业
创业板,北京赛升药业股份有限公司,"Beijing Science Sun Pharmaceutical Co.,LTD.",300485,赛升药业,2015-06-26,,,,C 制造业
创业板,东杰智能科技集团股份有限公司,"OMH SCIENCE Group Co., Ltd",300486,东杰智能,2015-06-30,,,,C 制造业
创业板,西安蓝晓科技新材料股份有限公司,"SUNRESIN NEW MATERIALS CO.,LTD, XI""AN",300487,蓝晓科技,2015-07-02,,,,C 制造业
创业板,恒锋工具股份有限公司,"Est Tools Co., Ltd.",300488,恒锋工具,2015-07-01,,,,C 制造业
创业板,哈尔滨中飞新技术股份有限公司,"Harbin Zhongfei New Technology CD.,LTD",300489,中飞股份,2015-07-01,,,,C 制造业
创业板,华自科技股份有限公司,"HNAC Technology Co.,Ltd.",300490,华自科技,2015-12-31,,,,C 制造业
创业板,石家庄通合电子科技股份有限公司,"Shijiazhuang Tonhe Electronics Technologies Co., Ltd.",300491,通合科技,2015-12-31,,,,C 制造业
创业板,华图山鼎设计股份有限公司,"Huatu Cendes CO., LTD.",300492,华图山鼎,2015-12-23,,,,M 科研服务
创业板,上海润欣科技股份有限公司,"Shanghai Fortune Techgroup Co.,Ltd.",300493,润欣科技,2015-12-10,,,,I 信息技术
创业板,湖北盛天网络技术股份有限公司,"Hubei Century Network Technology Co., Ltd.",300494,盛天网络,2015-12-31,,,,I 信息技术
创业板,美尚生态景观股份有限公司,"Misho Ecology & Landscape Co., Ltd.",300495,美尚生态,2015-12-22,,,,N 公共环保
创业板,中科创达软件股份有限公司,"Thunder Software Technology Co., Ltd.",300496,中科创达,2015-12-10,,,,I 信息技术
创业板,江西富祥药业股份有限公司,"Jiangxi Fushine Pharmaceutical Co.,Ltd.",300497,富祥药业,2015-12-22,,,,C 制造业
创业板,温氏食品集团股份有限公司,"WENS FOODSTUFF GROUP CO.,LTD.",300498,温氏股份,2015-11-02,,,,A 农林牧渔
创业板,广州高澜节能技术股份有限公司,"Guangzhou Goaland Energy Conservation Tech Co., Ltd.",300499,高澜股份,2016-02-02,,,,C 制造业
创业板,启迪设计集团股份有限公司,"Tus-Design Group Co.,Ltd",300500,启迪设计,2016-02-04,,,,M 科研服务
创业板,上海海顺新型药用包装材料股份有限公司,"Shanghai Haishun New Pharmaceutical Packaging Co.,Ltd.",300501,海顺新材,2016-02-04,,,,C 制造业
创业板,成都新易盛通信技术股份有限公司,"Eoptolink Technology Inc., Ltd",300502,新易盛,2016-03-03,,,,C 制造业
创业板,广州市昊志机电股份有限公司,"Guangzhou Haozhi Industrial Co.,Ltd.",300503,昊志机电,2016-03-09,,,,C 制造业
创业板,四川天邑康和通信股份有限公司,"Sichuan Tianyi Comheart Telecom Co., Ltd.",300504,天邑股份,2018-03-30,,,,C 制造业
创业板,昆明川金诺化工股份有限公司,"Kunming Chuan Jin Nuo Chemical Co., Ltd.",300505,川金诺,2016-03-15,,,,C 制造业
创业板,深圳市名家汇科技股份有限公司,"Shenzhen Minkave Technology Co., Ltd.",300506,名家汇,2016-03-24,,,,E 建筑业
创业板,江苏奥力威传感高科股份有限公司,"JIANGSU OLIVE SENSORS HIGH-TECH CO.,LTD",300507,苏奥传感,2016-04-29,,,,C 制造业
创业板,上海维宏电子科技股份有限公司,"SHANGHAI WEIHONG ELECTRONIC TECHNOLOGY CO., LTD.",300508,维宏股份,2016-04-19,,,,I 信息技术
创业板,江苏新美星包装机械股份有限公司,"Jiangsu Newamstar Packaging Machinery Co., Ltd.",300509,新美星,2016-04-25,,,,C 制造业
创业板,吉林省金冠电气股份有限公司,"JILIN JINGUAN ELECTRIC CO.,LTD.",300510,金冠股份,2016-05-06,,,,C 制造业
创业板,上海雪榕生物科技股份有限公司,"Shanghai Xuerong Biotechnology Co.,Ltd.",300511,雪榕生物,2016-05-04,,,,A 农林牧渔
创业板,杭州中亚机械股份有限公司,"HANGZHOU ZHONGYA MACHINERY CO., LTD.",300512,中亚股份,2016-05-26,,,,C 制造业
创业板,北京恒泰实达科技股份有限公司,"Beijing E-techstar Co.,Ltd",300513,恒实科技,2016-05-30,,,,I 信息技术
创业板,深圳友讯达科技股份有限公司,"Shenzhen Friendcom Technology Development Co., Ltd.",300514,友讯达,2017-04-26,,,,C 制造业
创业板,湖南三德科技股份有限公司,"Hunan Sundy Science and Technology Co., Ltd",300515,三德科技,2016-06-08,,,,C 制造业
创业板,湖北久之洋红外系统股份有限公司,"Hubei Jiuzhiyang Infrared System Co., Ltd",300516,久之洋,2016-06-02,,,,C 制造业
创业板,海波重型工程科技股份有限公司,"HAIBO HEAVY ENGINEERING SCIENCE AND TECHNOLOGY CO.,LTD",300517,海波重科,2016-07-19,,,,E 建筑业
创业板,深圳市盛讯达科技股份有限公司,"Shenzhen Shengxunda Technology Co.,Ltd.",300518,盛讯达,2016-06-24,,,,I 信息技术
创业板,浙江新光药业股份有限公司,"Zhejiang Xinguang Pharmaceutical Co., Ltd.",300519,新光药业,2016-06-24,,,,C 制造业
创业板,科大国创软件股份有限公司,"GuoChuang Software Co.,Ltd.",300520,科大国创,2016-07-08,,,,I 信息技术
创业板,爱司凯科技股份有限公司,"AMSKY Technology Co.,Ltd.",300521,爱司凯,2016-07-05,,,,C 制造业
创业板,苏州世名科技股份有限公司,"Suzhou Sunmun Technology Co., Ltd.",300522,世名科技,2016-07-05,,,,C 制造业
创业板,北京辰安科技股份有限公司,"Beijing Global Safety Technology Co., Ltd.",300523,辰安科技,2016-07-26,,,,I 信息技术
创业板,福建博思软件股份有限公司,Fujian Boss Software Corp.,300525,博思软件,2016-07-26,,,,I 信息技术
创业板,中潜股份有限公司,China Dive Company Limited,300526,中潜股份,2016-08-02,,,,C 制造业
创业板,中国船舶重工集团应急预警与救援装备股份有限公司,"CHINA HARZONE INDUSTRY CORP., LTD",300527,中船应急,2016-08-05,,,,C 制造业
创业板,幸福蓝海影视文化集团股份有限公司,Omnijoi Media Corporation,300528,幸福蓝海,2016-08-08,,,,R 文化传播
创业板,健帆生物科技集团股份有限公司,"Jafron Biomedical Co.,Ltd.",300529,健帆生物,2016-08-02,,,,C 制造业
创业板,广东达志环保科技股份有限公司,Guangdong DaZhi Environmental Protection Technology Incorporated Company,300530,达志科技,2016-08-09,,,,C 制造业
创业板,深圳市优博讯科技股份有限公司,"UROVO TECHNOLOGY CO., LTD.",300531,优博讯,2016-08-09,,,,C 制造业
创业板,深圳市今天国际物流技术股份有限公司,"NEW TREND INTERNATIONAL LOGIS-TECH CO.,LTD.",300532,今天国际,2016-08-18,,,,I 信息技术
创业板,深圳冰川网络股份有限公司,"SHENZHEN BINGCHUAN NETWORK CO.,LTD.",300533,冰川网络,2016-08-18,,,,I 信息技术
创业板,甘肃陇神戎发药业股份有限公司,"Gansu Longshenrongfa Pharmaceutical Industry CO. ,LTD",300534,陇神戎发,2016-09-13,,,,C 制造业
创业板,四川达威科技股份有限公司,Sichuan Dowell Science and Technology Inc.,300535,达威股份,2016-08-12,,,,C 制造业
创业板,武汉农尚环境股份有限公司,"Wuhan Nusun Landscape Co., Ltd.",300536,农尚环境,2016-09-20,,,,E 建筑业
创业板,江苏广信感光新材料股份有限公司,"Jiangsu Kuangshun Photosensitivity New-Material Stock Co., LTD.",300537,广信材料,2016-08-30,,,,C 制造业
创业板,深圳市同益实业股份有限公司,"Shenzhen Tongyi Industry Co., Ltd.",300538,同益股份,2016-08-26,,,,F 批发零售
创业板,宁波横河模具股份有限公司,"Ningbo Henghe Mould Co., Ltd.",300539,横河模具,2016-08-30,,,,C 制造业
创业板,成都深冷液化设备股份有限公司,"Chengdu Shenleng Liquefaction Plant Co.,Ltd.",300540,深冷股份,2016-08-23,,,,C 制造业
创业板,北京先进数通信息技术股份公司,"Beijing Advanced Digital Technology Co.,Ltd.",300541,先进数通,2016-09-13,,,,I 信息技术
创业板,新晨科技股份有限公司,"Brilliance Technology Co., Ltd.",300542,新晨科技,2016-09-20,,,,I 信息技术
创业板,深圳市朗科智能电气股份有限公司,"Shenzhen Longood Intelligent Electric Co.,LTD",300543,朗科智能,2016-09-08,,,,C 制造业
创业板,深圳市联得自动化装备股份有限公司,"Shenzhen Liande Automatic Equipment Co.,Ltd",300545,联得装备,2016-09-28,,,,C 制造业
创业板,深圳市雄帝科技股份有限公司,Shenzhen Emperor Technology Company Limited,300546,雄帝科技,2016-09-28,,,,C 制造业
创业板,四川川环科技股份有限公司,"Sichuan Chuanhuan Technology Co., Ltd.",300547,川环科技,2016-09-30,,,,C 制造业
创业板,博创科技股份有限公司,"Broadex Technologies Co.,Ltd.",300548,博创科技,2016-10-12,,,,C 制造业
创业板,优德精密工业（昆山）股份有限公司,"JOUDER PRECISION INDUSTRY (KUNSHAN)CO.,LTD",300549,优德精密,2016-09-30,,,,C 制造业
创业板,浙江和仁科技股份有限公司,"Heren Health Co.,Ltd.",300550,和仁科技,2016-10-18,,,,I 信息技术
创业板,上海古鳌电子科技股份有限公司,"Shanghai Guao Electronic Technology Co., Ltd.",300551,古鳌科技,2016-10-18,,,,C 制造业
创业板,北京万集科技股份有限公司,"VANJEE TECHNOLOGY CO., LTD.",300552,万集科技,2016-10-21,,,,I 信息技术
创业板,杭州集智机电股份有限公司,"Hangzhou Jizhi Mechatronic Co., Ltd.",300553,集智股份,2016-10-21,,,,C 制造业
创业板,南京三超新材料股份有限公司,"NanJing Sanchao Advanced Materials Co.,Ltd.",300554,三超新材,2017-04-21,,,,C 制造业
创业板,无锡路通视信网络股份有限公司,"Lootom Telcovideo Network(Wuxi) Co., Ltd",300555,路通视信,2016-10-18,,,,C 制造业
创业板,丝路视觉科技股份有限公司,"Silkroad Visual Technology Co., Ltd.",300556,丝路视觉,2016-11-04,,,,I 信息技术
创业板,武汉理工光科股份有限公司,Wuhan Ligong Guangke CO.Ltd,300557,理工光科,2016-11-01,,,,C 制造业
创业板,贝达药业股份有限公司,"Betta Pharmaceuticals Co.,Ltd",300558,贝达药业,2016-11-07,,,,C 制造业
创业板,成都佳发安泰教育科技股份有限公司,"Chengdu Jiafaantai Education Technology Co.,Ltd.",300559,佳发教育,2016-11-01,,,,I 信息技术
创业板,中富通集团股份有限公司,"Zhong Fu Tong Group Co.,Ltd.",300560,中富通,2016-11-01,,,,I 信息技术
创业板,珠海汇金科技股份有限公司,"SGSG Science&Technology Co., Ltd. Zhuhai",300561,汇金科技,2016-11-17,,,,I 信息技术
创业板,广东乐心医疗电子股份有限公司,"Guangdong Transtek Medical Electronics Co.,Ltd",300562,乐心医疗,2016-11-16,,,,C 制造业
创业板,神宇通信科技股份公司,Shenyu Communication Technology Inc.,300563,神宇股份,2016-11-14,,,,C 制造业
创业板,筑博设计股份有限公司,"Zhubo Design Co., Ltd.",300564,筑博设计,2019-11-08,,,,M 科研服务
创业板,深圳市科信通信技术股份有限公司,"Shenzhen Kexin Communication Technology Co., Ltd",300565,科信技术,2016-11-22,,,,C 制造业
创业板,宁波激智科技股份有限公司,"Ningbo Exciton Technology Co., Ltd.",300566,激智科技,2016-11-15,,,,C 制造业
创业板,武汉精测电子集团股份有限公司,"WUHAN JINGCE ELECTRONIC GROUP CO.,LTD",300567,精测电子,2016-11-22,,,,C 制造业
创业板,深圳市星源材质科技股份有限公司,"Shenzhen Senior Technology Material Co., Ltd.",300568,星源材质,2016-12-01,,,,C 制造业
创业板,青岛天能重工股份有限公司,"QINGDAO TIANNENG  HEAVY INDUSTRIES CO.,LTD",300569,天能重工,2016-11-25,,,,C 制造业
创业板,深圳太辰光通信股份有限公司,"T&S Communications Co.,Ltd",300570,太辰光,2016-12-06,,,,C 制造业
创业板,杭州平治信息技术股份有限公司,"Hangzhou Anysoft Information Technology Co., Ltd.",300571,平治信息,2016-12-13,,,,I 信息技术
创业板,深圳市安车检测股份有限公司,"SHENZHEN ANCHE TECHNOLOGIES CO., LTD.",300572,安车检测,2016-12-06,,,,C 制造业
创业板,沈阳兴齐眼药股份有限公司,"Shenyang Xingqi Pharmaceutical Co., Ltd.",300573,兴齐眼药,2016-12-08,,,,C 制造业
创业板,江苏中旗科技股份有限公司,"Jiangsu Flag Chemical Industry Co.,Ltd.",300575,中旗股份,2016-12-20,,,,C 制造业
创业板,深圳市容大感光科技股份有限公司,"Shenzhen Rongda Photosensitive & Technology Co., Ltd.",300576,容大感光,2016-12-20,,,,C 制造业
创业板,安徽开润股份有限公司,"Anhui Korrun Co.,Ltd",300577,开润股份,2016-12-21,,,,C 制造业
创业板,上海会畅通讯股份有限公司,"BizConf Telecom Co.,Ltd.",300578,会畅通讯,2017-01-25,,,,I 信息技术
创业板,北京数字认证股份有限公司,"BeiJing Certificate Authority Co., Ltd.",300579,数字认证,2016-12-23,,,,I 信息技术
创业板,无锡贝斯特精机股份有限公司,"Best Precision Machinery Co., Ltd.",300580,贝斯特,2017-01-11,,,,C 制造业
创业板,西安晨曦航空科技股份有限公司,"Xi""an ChenXi Aviation Technology Corp.,Ltd.",300581,晨曦航空,2016-12-20,,,,C 制造业
创业板,英飞特电子（杭州）股份有限公司,"Inventronics (Hangzhou), Inc.",300582,英飞特,2016-12-28,,,,C 制造业
创业板,山东赛托生物科技股份有限公司,"Shandong Sito Bio-technology Co., Ltd.",300583,赛托生物,2017-01-06,,,,C 制造业
创业板,南京海辰药业股份有限公司,"Nanjing Hicin Pharmaceutical CO.,LTD.",300584,海辰药业,2017-01-12,,,,C 制造业
创业板,南京奥联汽车电子电器股份有限公司,"NanJing AoLian AE&EA Co.,Ltd",300585,奥联电子,2016-12-29,,,,C 制造业
创业板,广东美联新材料股份有限公司,"Malion New Materials Co., Ltd.",300586,美联新材,2017-01-04,,,,C 制造业
创业板,浙江天铁实业股份有限公司,"Zhejiang Tiantie Industry Co., Ltd.",300587,天铁股份,2017-01-05,,,,C 制造业
创业板,新疆熙菱信息技术股份有限公司,"Xinjiang Sailing Information Technology Co., Ltd",300588,熙菱信息,2017-01-05,,,,I 信息技术
创业板,江龙船艇科技股份有限公司,"Jianglong Shipbuilding Co.,Ltd",300589,江龙船艇,2017-01-13,,,,C 制造业
创业板,上海移为通信技术股份有限公司,"Queclink Wireless Solutions Co., Ltd.",300590,移为通信,2017-01-11,,,,C 制造业
创业板,广东万里马实业股份有限公司,"Guangdong Wanlima Industry Co., Ltd.",300591,万里马,2017-01-10,,,,C 制造业
创业板,湖南华凯文化创意股份有限公司,"Hunan Huakai Cultural and Creative CO., LTD.",300592,华凯创意,2017-01-20,,,,R 文化传播
创业板,北京新雷能科技股份有限公司,"Suplet Power Co., Ltd.",300593,新雷能,2017-01-13,,,,C 制造业
创业板,山东朗进科技股份有限公司,"Shandong Longertek Technology Co.,Ltd.",300594,朗进科技,2019-06-21,,,,C 制造业
创业板,欧普康视科技股份有限公司,OVCTEK CHINA INC,300595,欧普康视,2017-01-17,,,,C 制造业
创业板,天津利安隆新材料股份有限公司,Rianlon Corporation,300596,利安隆,2017-01-19,,,,C 制造业
创业板,吉林吉大通信设计院股份有限公司,"Jilin Jlu Communication Design Institute Co., Ltd",300597,吉大通信,2017-01-23,,,,I 信息技术
创业板,诚迈科技（南京）股份有限公司,"ARCHERMIND TECHNOLOGY (NANJING) CO., LTD.",300598,诚迈科技,2017-01-20,,,,I 信息技术
创业板,广东雄塑科技集团股份有限公司,"Guangdong Xiongsu Technology Group Co., Ltd",300599,雄塑科技,2017-01-23,,,,C 制造业
创业板,常熟瑞特电气股份有限公司,"Changshu Ruite Electric Co.,Ltd",300600,瑞特股份,2017-01-25,,,,C 制造业
创业板,深圳康泰生物制品股份有限公司,"Shenzhen Kangtai Biological Products Co.,Ltd.",300601,康泰生物,2017-02-07,,,,C 制造业
创业板,深圳市飞荣达科技股份有限公司,"SHENZHEN FRD SCIENCE & TECHNOLOGY CO., LTD.",300602,飞荣达,2017-01-26,,,,C 制造业
创业板,立昂技术股份有限公司,"Leon Technology Co.,Ltd.",300603,立昂技术,2017-01-26,,,,I 信息技术
创业板,杭州长川科技股份有限公司,"Hangzhou Chang Chuan Technology Co.,Ltd.",300604,长川科技,2017-04-17,,,,C 制造业
创业板,恒锋信息科技股份有限公司,"HengFeng Information Technology Co.,Ltd.",300605,恒锋信息,2017-02-08,,,,I 信息技术
创业板,东莞金太阳研磨股份有限公司,"DONGGUAN GOLDEN SUN ABRASIVES CO.,LTD",300606,金太阳,2017-02-08,,,,C 制造业
创业板,广东拓斯达科技股份有限公司,"Guangdong Topstar Technology Co.,Ltd",300607,拓斯达,2017-02-09,,,,C 制造业
创业板,北京思特奇信息技术股份有限公司,"Si-Tech Information Technology Co., Ltd.",300608,思特奇,2017-02-13,,,,I 信息技术
创业板,汇纳科技股份有限公司,"Winner Technology Co., Inc.",300609,汇纳科技,2017-02-15,,,,I 信息技术
创业板,扬州晨化新材料股份有限公司,"YANGZHOU CHENHUA NEW MATERIAL CO., LTD.",300610,晨化股份,2017-02-13,,,,C 制造业
创业板,浙江美力科技股份有限公司,"ZHEJIANG MEILI HIGH TECHNOLOGY CO.,LTD.",300611,美力科技,2017-02-20,,,,C 制造业
创业板,宣亚国际营销科技（北京）股份有限公司,"Shunya International Martech (Beijing) Co., Ltd.",300612,宣亚国际,2017-02-15,,,,L 商务服务
创业板,上海富瀚微电子股份有限公司,"Shanghai Fullhan Microelectronics Co., Ltd.",300613,富瀚微,2017-02-20,,,,I 信息技术
创业板,深圳市欣天科技股份有限公司,XDC INDUSTRIES (SHENZHEN) LIMITED,300615,欣天科技,2017-02-15,,,,C 制造业
创业板,广州尚品宅配家居股份有限公司,"Guangzhou Shangpin Home Collection Co., Ltd",300616,尚品宅配,2017-03-07,,,,C 制造业
创业板,江苏安靠智能输电工程科技股份有限公司,"Jiangsu Ankura Smart Transmission Engineering Technology Co.,Ltd.",300617,安靠智电,2017-02-28,,,,C 制造业
创业板,南京寒锐钴业股份有限公司,"Nanjing Hanrui Cobalt Co.,Ltd.",300618,寒锐钴业,2017-03-06,,,,C 制造业
创业板,佛山市金银河智能装备股份有限公司,"Foshan Golden Milky Way Intelligent Equipment Co., Ltd.",300619,金银河,2017-03-01,,,,C 制造业
创业板,珠海光库科技股份有限公司,"Advanced Fiber Resources (Zhuhai), Ltd.",300620,光库科技,2017-03-10,,,,C 制造业
创业板,深圳市维业装饰集团股份有限公司,"ShenZhen WeiYe Decoration Group Co.,LTD.",300621,维业股份,2017-03-16,,,,E 建筑业
创业板,博士眼镜连锁股份有限公司,"DOCTORGLASSES CHAIN CO., LTD",300622,博士眼镜,2017-03-15,,,,F 批发零售
创业板,江苏捷捷微电子股份有限公司,"Jiangsu JieJie Microelectronics Co.,Ltd.",300623,捷捷微电,2017-03-14,,,,C 制造业
创业板,万兴科技集团股份有限公司,"Wondershare Technology Group Co.,Ltd",300624,万兴科技,2018-01-18,,,,I 信息技术
创业板,广东三雄极光照明股份有限公司,"Guangdong PAK Corporation Co., Ltd.",300625,三雄极光,2017-03-17,,,,C 制造业
创业板,华瑞电器股份有限公司,"Huarui Electrical Appliance Co.,Ltd.",300626,华瑞股份,2017-03-20,,,,C 制造业
创业板,上海华测导航技术股份有限公司,SHANGHAI HUACE NAVIGATION TECHNOLOGY LTD.,300627,华测导航,2017-03-21,,,,C 制造业
创业板,厦门亿联网络技术股份有限公司,YEALINK NETWORK TECHNOLOGY CORPORATION LIMITED,300628,亿联网络,2017-03-17,,,,C 制造业
创业板,广东新劲刚新材料科技股份有限公司,"KING-STRONG NEW MATERIAL TECHNOLOGY CO.,LTD.",300629,新劲刚,2017-03-24,,,,C 制造业
创业板,海南普利制药股份有限公司,"Hainan Poly Pharm. Co., Ltd.",300630,普利制药,2017-03-28,,,,C 制造业
创业板,江苏久吾高科技股份有限公司,"JiangSu JiuWu Hi-Tech Co., Ltd.",300631,久吾高科,2017-03-23,,,,C 制造业
创业板,厦门光莆电子股份有限公司,"XIAMEN GUANGPU ELECTRONICS CO.,LTD.",300632,光莆股份,2017-04-06,,,,C 制造业
创业板,深圳开立生物医疗科技股份有限公司,SONOSCAPE MEDICAL CORP.,300633,开立医疗,2017-04-06,,,,C 制造业
创业板,彩讯科技股份有限公司,"Richinfo Technology Co., Ltd.",300634,彩讯股份,2018-03-23,,,,I 信息技术
创业板,中达安股份有限公司,"SinoDaan Co., Ltd.",300635,中达安,2017-03-31,,,,M 科研服务
创业板,江西同和药业股份有限公司,"Jiangxi Synergy Pharmaceutical Co.,Ltd.",300636,同和药业,2017-03-31,,,,C 制造业
创业板,浙江扬帆新材料股份有限公司,"Zhejiang Yangfan New Materials Co., Ltd.",300637,扬帆新材,2017-04-12,,,,C 制造业
创业板,深圳市广和通无线股份有限公司,Fibocom Wireless Inc.,300638,广和通,2017-04-13,,,,C 制造业
创业板,广东凯普生物科技股份有限公司,"Guangdong Hybribio Biotech Co.,Ltd.",300639,凯普生物,2017-04-12,,,,C 制造业
创业板,德艺文化创意集团股份有限公司,Profit Cultural & Creative Group Corporation,300640,德艺文创,2017-04-17,,,,C 制造业
创业板,江苏正丹化学工业股份有限公司,"Jiangsu Zhengdan Chemical Industry Co., Ltd.",300641,正丹股份,2017-04-18,,,,C 制造业
创业板,上海透景生命科技股份有限公司,Tellgen Corporation,300642,透景生命,2017-04-21,,,,C 制造业
创业板,万通智控科技股份有限公司,"Hamaton Automotive Technology Co.,Ltd.",300643,万通智控,2017-05-05,,,,C 制造业
创业板,南京聚隆科技股份有限公司,"Nanjing Julong science & technology CO., Ltd.",300644,南京聚隆,2018-02-06,,,,C 制造业
创业板,浙江正元智慧科技股份有限公司,"ZHEJIANG ZHENGYUAN ZHIHUI TECHNOLOGY CO.,LTD.",300645,正元智慧,2017-04-21,,,,I 信息技术
创业板,深圳市超频三科技股份有限公司,Shenzhen Fluence Technology PLC.,300647,超频三,2017-05-03,,,,C 制造业
创业板,福建星云电子股份有限公司,"Fujian Nebula Electronics Co.,Ltd.",300648,星云股份,2017-04-25,,,,C 制造业
创业板,杭州园林设计院股份有限公司,"Hangzhou Landscape Architecture Design Institute Co., Ltd.",300649,杭州园林,2017-05-05,,,,E 建筑业
创业板,太龙（福建）商业照明股份有限公司,"TECNON (FUJIAN) COMMERCIAL LIGHTING CO., LTD.",300650,太龙照明,2017-05-03,,,,C 制造业
创业板,江苏金陵体育器材股份有限公司,"Jiangsu Jinling Sports Equipment Co.,Ltd.",300651,金陵体育,2017-05-09,,,,C 制造业
创业板,杭州雷迪克节能科技股份有限公司,"HangZhou Radical Energy Saving Technology Co., Ltd.",300652,雷迪克,2017-05-16,,,,C 制造业
创业板,烟台正海生物科技股份有限公司,"Yantai Zhenghai Bio-Tech Co., Ltd.",300653,正海生物,2017-05-16,,,,C 制造业
创业板,世纪天鸿教育科技股份有限公司,"Astro-century Education & Technology Co.,Ltd.",300654,世纪天鸿,2017-09-26,,,,R 文化传播
创业板,苏州晶瑞化学股份有限公司,"Suzhou Crystal Clear Chemical Co.,Ltd",300655,晶瑞股份,2017-05-23,,,,C 制造业
创业板,深圳市民德电子科技股份有限公司,Shenzhen MinDe Electronics Technology Ltd.,300656,民德电子,2017-05-19,,,,C 制造业
创业板,厦门弘信电子科技集团股份有限公司,"XiaMen HongXin Electron-tech Group Co.,Ltd",300657,弘信电子,2017-05-23,,,,C 制造业
创业板,厦门延江新材料股份有限公司,"Xiamen Yanjan New Material CO., LTD.",300658,延江股份,2017-06-02,,,,C 制造业
创业板,中孚信息股份有限公司,Zhongfu Information Inc.,300659,中孚信息,2017-05-26,,,,I 信息技术
创业板,江苏雷利电机股份有限公司,Jiangsu Leili Motor Corporation Limited,300660,江苏雷利,2017-06-02,,,,C 制造业
创业板,圣邦微电子（北京）股份有限公司,SG MICRO CORP,300661,圣邦股份,2017-06-06,,,,C 制造业
创业板,北京科锐国际人力资源股份有限公司,"Beijing Career International Co., Ltd.",300662,科锐国际,2017-06-08,,,,L 商务服务
创业板,北京科蓝软件系统股份有限公司,"Client Service International, Inc.",300663,科蓝软件,2017-06-08,,,,I 信息技术
创业板,鹏鹞环保股份有限公司,"Penyao Environmental Protection Co., Ltd.",300664,鹏鹞环保,2018-01-05,,,,N 公共环保
创业板,株洲飞鹿高新材料技术股份有限公司,"Zhuzhou Feilu High-Tech Materials Co., Ltd.",300665,飞鹿股份,2017-06-13,,,,C 制造业
创业板,宁波江丰电子材料股份有限公司,"Konfoong Materials International Co., Ltd.",300666,江丰电子,2017-06-15,,,,C 制造业
创业板,北京必创科技股份有限公司,Beijing Beetech Inc.,300667,必创科技,2017-06-19,,,,C 制造业
创业板,深圳市杰恩创意设计股份有限公司,"Shenzhen Jiang&Associates Creative Design Co., Ltd.",300668,杰恩设计,2017-06-19,,,,M 科研服务
创业板,杭州沪宁电梯部件股份有限公司,"Hangzhou Huning Elevator Parts Co., Ltd.",300669,沪宁股份,2017-06-29,,,,C 制造业
创业板,江苏大烨智能电气股份有限公司,"Jiangsu Daybright Intelligent Electric Co.,LTD.",300670,大烨智能,2017-07-03,,,,C 制造业
创业板,深圳市富满电子集团股份有限公司,"SHENZHEN FINE MADE ELECTRONICS GROUP CO., LTD.",300671,富满电子,2017-07-05,,,,I 信息技术
创业板,湖南国科微电子股份有限公司,"Hunan Goke Microelectronics Co., Ltd.",300672,国科微,2017-07-12,,,,C 制造业
创业板,佩蒂动物营养科技股份有限公司,"Petpal Pet Nutrition Technology Co., Ltd.",300673,佩蒂股份,2017-07-11,,,,C 制造业
创业板,北京宇信科技集团股份有限公司,"Yusys Technologies Co., Ltd.",300674,宇信科技,2018-11-07,,,,I 信息技术
创业板,深圳市建筑科学研究院股份有限公司,"Shenzhen Institute of Building Research Co., Ltd.",300675,建科院,2017-07-19,,,,M 科研服务
创业板,深圳华大基因股份有限公司,"BGI Genomics Co., Ltd.",300676,华大基因,2017-07-14,,,,M 科研服务
创业板,英科医疗科技股份有限公司,"INTCO MEDICAL TECHNOLOGY CO., LTD.",300677,英科医疗,2017-07-21,,,,C 制造业
创业板,中科院成都信息技术股份有限公司,"Chengdu Information Technology of Chinese Academy of Sciences Co., Ltd.",300678,中科信息,2017-07-28,,,,I 信息技术
创业板,电连技术股份有限公司,"Electric Connector Technology Co., Ltd.",300679,电连技术,2017-07-31,,,,C 制造业
